"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_tags","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"* repo -u https://github.com/*",".{0,1000}\srepo\s\-u\shttps\:\/\/github\.com\/.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*/glit.git*",".{0,1000}\/glit\.git.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","1","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*/glit-cli*",".{0,1000}\/glit\-cli.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*/glit-core*",".{0,1000}\/glit\-core.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*\glit.exe*",".{0,1000}\\glit\.exe.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*\glit-cli*",".{0,1000}\\glit\-cli.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*cargo install glit*",".{0,1000}cargo\sinstall\sglit.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*glit org -*",".{0,1000}glit\sorg\s\-.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*glit repo *",".{0,1000}glit\srepo\s.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*glit user *",".{0,1000}glit\suser\s.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
"*glit.exe org*",".{0,1000}glit\.exe\sorg.{0,1000}","offensive_tool_keyword","glit","Retrieve all mails of users related to a git repository a git user or a git organization","T1583 - T1059.001 - T1059.003","TA0002 - TA0003","N/A","N/A","Reconnaissance","https://github.com/shadawck/glit","1","0","N/A","N/A","8","1","44","6","2024-05-01T15:07:51Z","2022-11-14T11:25:10Z"
